allocated_memory_MB,total_memory_MB,milliseconds
256.0,3964.0,1645628910606
256.0,3964.0,1645628910607
256.0,3964.0,1645628910607
256.0,3964.0,1645628910607
256.0,3964.0,1645628910607
256.0,3964.0,1645628910607
256.0,3964.0,1645628910607
256.0,3964.0,1645628910607
256.0,3964.0,1645628910608
256.0,3964.0,1645628910608
256.0,3963.0,1645628910608
256.0,3963.0,1645628910608
256.0,3963.0,1645628910608
256.0,3963.0,1645628910608
256.0,3963.0,1645628910609
256.0,3963.0,1645628910609
256.0,3963.0,1645628910609
256.0,3963.0,1645628910609
256.0,3963.0,1645628910609
256.0,3963.0,1645628910609
256.0,3963.0,1645628910610
256.0,3963.0,1645628910610
256.0,3963.0,1645628910610
256.0,3963.0,1645628910610
256.0,3963.0,1645628910611
256.0,3963.0,1645628910611
256.0,3963.0,1645628910611
256.0,3963.0,1645628910611
256.0,3963.0,1645628910611
256.0,3963.0,1645628910612
256.0,3963.0,1645628910612
256.0,3963.0,1645628910612
256.0,3963.0,1645628910612
256.0,3963.0,1645628910612
256.0,3963.0,1645628910612
256.0,3963.0,1645628910613
256.0,3963.0,1645628910613
256.0,3963.0,1645628910613
256.0,3963.0,1645628910613
256.0,3963.0,1645628910613
256.0,3963.0,1645628910613
256.0,3963.0,1645628910613
256.0,3963.0,1645628910614
256.0,3963.0,1645628910614
256.0,3963.0,1645628910614
256.0,3963.0,1645628910614
256.0,3963.0,1645628910614
256.0,3963.0,1645628910614
256.0,3962.0,1645628910615
256.0,3962.0,1645628910615
256.0,3962.0,1645628910615
256.0,3962.0,1645628910615
256.0,3962.0,1645628910615
256.0,3962.0,1645628910615
256.0,3962.0,1645628910616
256.0,3962.0,1645628910616
256.0,3962.0,1645628910616
256.0,3962.0,1645628910616
256.0,3962.0,1645628910616
256.0,3962.0,1645628910616
256.0,3962.0,1645628910617
256.0,3962.0,1645628910617
256.0,3962.0,1645628910617
256.0,3962.0,1645628910617
256.0,3962.0,1645628910617
256.0,3962.0,1645628910617
256.0,3962.0,1645628910617
256.0,3962.0,1645628910618
256.0,3962.0,1645628910618
256.0,3962.0,1645628910618
256.0,3962.0,1645628910618
256.0,3962.0,1645628910618
256.0,3962.0,1645628910618
256.0,3962.0,1645628910619
256.0,3962.0,1645628910619
256.0,3962.0,1645628910619
256.0,3962.0,1645628910619
256.0,3962.0,1645628910619
256.0,3962.0,1645628910619
256.0,3962.0,1645628910619
256.0,3962.0,1645628910620
256.0,3962.0,1645628910620
256.0,3962.0,1645628910620
256.0,3962.0,1645628910620
256.0,3962.0,1645628910620
256.0,3962.0,1645628910620
256.0,3962.0,1645628910620
256.0,3961.0,1645628910621
256.0,3961.0,1645628910621
256.0,3961.0,1645628910621
256.0,3961.0,1645628910621
256.0,3961.0,1645628910621
256.0,3961.0,1645628910621
256.0,3961.0,1645628910621
256.0,3961.0,1645628910622
256.0,3961.0,1645628910622
256.0,3961.0,1645628910622
256.0,3961.0,1645628910622
256.0,3961.0,1645628910622
256.0,3961.0,1645628910623
256.0,3961.0,1645628910623
256.0,3961.0,1645628910623
256.0,3961.0,1645628910623
256.0,3961.0,1645628910623
256.0,3961.0,1645628910623
256.0,3961.0,1645628910623
256.0,3961.0,1645628910624
256.0,3961.0,1645628910624
256.0,3961.0,1645628910624
256.0,3961.0,1645628910624
256.0,3961.0,1645628910624
256.0,3961.0,1645628910625
256.0,3961.0,1645628910625
256.0,3961.0,1645628910625
256.0,3961.0,1645628910625
256.0,3961.0,1645628910625
256.0,3961.0,1645628910625
256.0,3961.0,1645628910625
256.0,3961.0,1645628910625
256.0,3961.0,1645628910626
256.0,3961.0,1645628910626
256.0,3961.0,1645628910626
256.0,3961.0,1645628910626
256.0,3961.0,1645628910626
256.0,3961.0,1645628910626
256.0,3960.0,1645628910626
256.0,3960.0,1645628910627
256.0,3960.0,1645628910627
256.0,3960.0,1645628910627
256.0,3960.0,1645628910627
256.0,3960.0,1645628910627
256.0,3960.0,1645628910627
256.0,3960.0,1645628910627
256.0,3960.0,1645628910628
256.0,3960.0,1645628910628
256.0,3960.0,1645628910628
256.0,3960.0,1645628910628
256.0,3960.0,1645628910628
256.0,3960.0,1645628910628
