allocated_memory_MB,total_memory_MB,milliseconds
256.0,3959.0,1645991561525
256.0,3959.0,1645991561525
256.0,3959.0,1645991561525
256.0,3959.0,1645991561525
256.0,3959.0,1645991561526
256.0,3958.0,1645991561526
256.0,3958.0,1645991561526
256.0,3958.0,1645991561526
256.0,3958.0,1645991561526
256.0,3958.0,1645991561526
256.0,3958.0,1645991561526
256.0,3958.0,1645991561527
256.0,3958.0,1645991561527
256.0,3958.0,1645991561527
256.0,3958.0,1645991561527
256.0,3958.0,1645991561527
256.0,3958.0,1645991561527
256.0,3958.0,1645991561527
256.0,3958.0,1645991561528
256.0,3958.0,1645991561528
256.0,3958.0,1645991561528
256.0,3958.0,1645991561528
256.0,3958.0,1645991561529
256.0,3958.0,1645991561529
256.0,3958.0,1645991561529
256.0,3958.0,1645991561529
256.0,3958.0,1645991561529
256.0,3958.0,1645991561530
256.0,3958.0,1645991561530
256.0,3958.0,1645991561530
256.0,3958.0,1645991561530
256.0,3958.0,1645991561530
256.0,3958.0,1645991561530
256.0,3958.0,1645991561531
256.0,3958.0,1645991561531
256.0,3958.0,1645991561531
256.0,3958.0,1645991561531
256.0,3958.0,1645991561531
256.0,3958.0,1645991561531
256.0,3958.0,1645991561531
256.0,3958.0,1645991561532
256.0,3958.0,1645991561532
256.0,3958.0,1645991561532
256.0,3958.0,1645991561532
256.0,3957.0,1645991561532
256.0,3957.0,1645991561533
256.0,3957.0,1645991561533
256.0,3957.0,1645991561533
256.0,3957.0,1645991561533
256.0,3957.0,1645991561533
256.0,3957.0,1645991561534
256.0,3957.0,1645991561534
256.0,3957.0,1645991561534
256.0,3957.0,1645991561534
256.0,3957.0,1645991561534
256.0,3957.0,1645991561534
256.0,3957.0,1645991561535
256.0,3957.0,1645991561535
256.0,3957.0,1645991561535
256.0,3957.0,1645991561535
256.0,3957.0,1645991561535
256.0,3957.0,1645991561535
256.0,3957.0,1645991561535
256.0,3957.0,1645991561536
256.0,3957.0,1645991561536
256.0,3957.0,1645991561536
256.0,3957.0,1645991561536
256.0,3957.0,1645991561536
256.0,3957.0,1645991561536
256.0,3957.0,1645991561536
256.0,3957.0,1645991561537
256.0,3957.0,1645991561537
256.0,3957.0,1645991561537
256.0,3957.0,1645991561537
256.0,3957.0,1645991561537
256.0,3957.0,1645991561537
256.0,3957.0,1645991561538
256.0,3957.0,1645991561538
256.0,3957.0,1645991561538
256.0,3957.0,1645991561538
256.0,3957.0,1645991561538
256.0,3957.0,1645991561538
256.0,3957.0,1645991561539
256.0,3956.0,1645991561539
256.0,3956.0,1645991561539
256.0,3956.0,1645991561539
256.0,3956.0,1645991561539
256.0,3956.0,1645991561539
256.0,3956.0,1645991561539
256.0,3956.0,1645991561540
256.0,3956.0,1645991561540
256.0,3956.0,1645991561540
256.0,3956.0,1645991561540
256.0,3956.0,1645991561540
256.0,3956.0,1645991561540
256.0,3956.0,1645991561540
256.0,3956.0,1645991561541
256.0,3956.0,1645991561541
256.0,3956.0,1645991561541
256.0,3956.0,1645991561541
256.0,3956.0,1645991561541
256.0,3956.0,1645991561541
256.0,3956.0,1645991561541
256.0,3956.0,1645991561542
256.0,3956.0,1645991561542
256.0,3956.0,1645991561542
256.0,3956.0,1645991561542
256.0,3956.0,1645991561542
256.0,3956.0,1645991561542
256.0,3956.0,1645991561543
256.0,3956.0,1645991561543
256.0,3956.0,1645991561543
256.0,3956.0,1645991561543
256.0,3956.0,1645991561543
256.0,3956.0,1645991561543
256.0,3956.0,1645991561543
256.0,3956.0,1645991561544
256.0,3956.0,1645991561544
256.0,3956.0,1645991561544
256.0,3956.0,1645991561544
256.0,3956.0,1645991561544
256.0,3955.0,1645991561544
256.0,3955.0,1645991561545
256.0,3955.0,1645991561545
256.0,3955.0,1645991561545
256.0,3955.0,1645991561545
256.0,3955.0,1645991561545
256.0,3955.0,1645991561545
256.0,3955.0,1645991561546
256.0,3955.0,1645991561546
256.0,3955.0,1645991561546
256.0,3955.0,1645991561546
256.0,3955.0,1645991561546
256.0,3955.0,1645991561546
256.0,3955.0,1645991561546
256.0,3955.0,1645991561547
256.0,3955.0,1645991561547
256.0,3955.0,1645991561547
256.0,3955.0,1645991561547
256.0,3955.0,1645991561547
256.0,3955.0,1645991561547
256.0,3955.0,1645991561548
256.0,3955.0,1645991561548
256.0,3955.0,1645991561548
256.0,3955.0,1645991561548
256.0,3955.0,1645991561548
256.0,3955.0,1645991561549
256.0,3955.0,1645991561549
256.0,3955.0,1645991561549
256.0,3955.0,1645991561549
256.0,3955.0,1645991561549
256.0,3955.0,1645991561550
256.0,3955.0,1645991561550
256.0,3955.0,1645991561550
256.0,3955.0,1645991561550
256.0,3955.0,1645991561550
256.0,3955.0,1645991561550
256.0,3955.0,1645991561551
256.0,3955.0,1645991561551
256.0,3955.0,1645991561551
256.0,3955.0,1645991561551
256.0,3954.0,1645991561552
256.0,3954.0,1645991561552
256.0,3954.0,1645991561552
256.0,3954.0,1645991561552
256.0,3954.0,1645991561552
256.0,3954.0,1645991561553
256.0,3954.0,1645991561553
256.0,3954.0,1645991561553
256.0,3954.0,1645991561553
256.0,3954.0,1645991561553
