allocated_memory_MB,total_memory_MB,milliseconds
144.0,3996.0,1645469633106
144.0,3996.0,1645469633106
144.0,3996.0,1645469633111
144.0,3996.0,1645469633111
144.0,3996.0,1645469633112
144.0,3995.0,1645469633118
144.0,3994.0,1645469633123
144.0,3994.0,1645469633123
144.0,3994.0,1645469633123
144.0,3994.0,1645469633126
144.0,3994.0,1645469633127
144.0,3994.0,1645469633127
144.0,3994.0,1645469633128
144.0,3994.0,1645469633128
144.0,3994.0,1645469633128
144.0,3994.0,1645469633128
144.0,3994.0,1645469633129
144.0,3994.0,1645469633130
144.0,3994.0,1645469633130
144.0,3994.0,1645469633130
144.0,3994.0,1645469633130
144.0,3994.0,1645469633130
144.0,3994.0,1645469633131
144.0,3994.0,1645469633131
144.0,3994.0,1645469633131
144.0,3994.0,1645469633131
144.0,3994.0,1645469633131
144.0,3994.0,1645469633131
144.0,3994.0,1645469633131
144.0,3994.0,1645469633132
144.0,3994.0,1645469633132
144.0,3994.0,1645469633132
144.0,3994.0,1645469633132
144.0,3994.0,1645469633132
144.0,3994.0,1645469633132
144.0,3994.0,1645469633132
144.0,3994.0,1645469633133
144.0,3994.0,1645469633133
144.0,3994.0,1645469633133
144.0,3994.0,1645469633133
144.0,3994.0,1645469633133
144.0,3994.0,1645469633134
144.0,3994.0,1645469633134
144.0,3994.0,1645469633134
144.0,3994.0,1645469633134
144.0,3994.0,1645469633134
144.0,3994.0,1645469633134
144.0,3994.0,1645469633135
144.0,3994.0,1645469633135
144.0,3994.0,1645469633135
144.0,3994.0,1645469633135
144.0,3994.0,1645469633135
144.0,3994.0,1645469633135
144.0,3994.0,1645469633136
144.0,3994.0,1645469633136
144.0,3994.0,1645469633136
144.0,3994.0,1645469633136
144.0,3994.0,1645469633136
144.0,3994.0,1645469633136
144.0,3994.0,1645469633137
144.0,3994.0,1645469633137
144.0,3994.0,1645469633137
144.0,3994.0,1645469633137
144.0,3994.0,1645469633137
144.0,3994.0,1645469633137
144.0,3994.0,1645469633137
144.0,3994.0,1645469633138
144.0,3994.0,1645469633138
144.0,3994.0,1645469633138
144.0,3994.0,1645469633138
144.0,3994.0,1645469633138
144.0,3994.0,1645469633138
144.0,3994.0,1645469633138
144.0,3994.0,1645469633139
144.0,3994.0,1645469633139
144.0,3994.0,1645469633139
144.0,3994.0,1645469633139
144.0,3994.0,1645469633139
144.0,3994.0,1645469633140
144.0,3994.0,1645469633140
144.0,3994.0,1645469633140
144.0,3992.0,1645469633140
144.0,3992.0,1645469633140
144.0,3992.0,1645469633140
144.0,3992.0,1645469633140
144.0,3992.0,1645469633140
144.0,3992.0,1645469633141
144.0,3992.0,1645469633141
144.0,3992.0,1645469633141
144.0,3992.0,1645469633141
144.0,3992.0,1645469633141
144.0,3992.0,1645469633141
144.0,3992.0,1645469633142
144.0,3992.0,1645469633142
144.0,3992.0,1645469633142
144.0,3992.0,1645469633142
144.0,3992.0,1645469633142
144.0,3992.0,1645469633142
144.0,3992.0,1645469633142
144.0,3992.0,1645469633143
144.0,3992.0,1645469633143
144.0,3992.0,1645469633143
144.0,3992.0,1645469633144
144.0,3992.0,1645469633144
144.0,3992.0,1645469633144
144.0,3992.0,1645469633144
144.0,3992.0,1645469633144
144.0,3992.0,1645469633144
144.0,3992.0,1645469633145
144.0,3992.0,1645469633145
144.0,3992.0,1645469633145
144.0,3992.0,1645469633145
144.0,3992.0,1645469633145
144.0,3992.0,1645469633145
144.0,3992.0,1645469633146
144.0,3992.0,1645469633146
144.0,3992.0,1645469633146
144.0,3992.0,1645469633146
144.0,3992.0,1645469633146
144.0,3992.0,1645469633146
144.0,3992.0,1645469633146
144.0,3992.0,1645469633147
144.0,3992.0,1645469633147
144.0,3992.0,1645469633147
144.0,3992.0,1645469633147
144.0,3992.0,1645469633147
144.0,3992.0,1645469633147
144.0,3992.0,1645469633147
144.0,3992.0,1645469633148
144.0,3992.0,1645469633148
144.0,3992.0,1645469633148
144.0,3992.0,1645469633148
144.0,3992.0,1645469633148
144.0,3992.0,1645469633148
144.0,3992.0,1645469633148
144.0,3992.0,1645469633149
144.0,3992.0,1645469633149
144.0,3992.0,1645469633149
144.0,3992.0,1645469633149
144.0,3992.0,1645469633149
144.0,3992.0,1645469633149
144.0,3992.0,1645469633150
144.0,3992.0,1645469633150
144.0,3992.0,1645469633150
144.0,3992.0,1645469633150
144.0,3992.0,1645469633150
144.0,3992.0,1645469633150
144.0,3992.0,1645469633150
144.0,3992.0,1645469633151
144.0,3992.0,1645469633151
144.0,3992.0,1645469633151
144.0,3992.0,1645469633151
144.0,3992.0,1645469633151
144.0,3992.0,1645469633152
144.0,3992.0,1645469633152
144.0,3992.0,1645469633153
144.0,3992.0,1645469633153
144.0,3992.0,1645469633153
144.0,3990.0,1645469633153
144.0,3990.0,1645469633154
144.0,3990.0,1645469633154
144.0,3990.0,1645469633154
144.0,3990.0,1645469633154
144.0,3990.0,1645469633154
144.0,3990.0,1645469633154
144.0,3990.0,1645469633155
144.0,3990.0,1645469633155
144.0,3990.0,1645469633155
144.0,3990.0,1645469633155
144.0,3990.0,1645469633155
144.0,3990.0,1645469633155
144.0,3990.0,1645469633156
144.0,3990.0,1645469633156
144.0,3990.0,1645469633156
144.0,3990.0,1645469633156
144.0,3990.0,1645469633156
144.0,3990.0,1645469633156
144.0,3990.0,1645469633157
144.0,3990.0,1645469633157
144.0,3990.0,1645469633157
144.0,3990.0,1645469633157
144.0,3990.0,1645469633157
144.0,3990.0,1645469633158
144.0,3990.0,1645469633158
144.0,3990.0,1645469633158
144.0,3990.0,1645469633158
144.0,3990.0,1645469633159
144.0,3990.0,1645469633159
144.0,3990.0,1645469633159
144.0,3990.0,1645469633159
144.0,3990.0,1645469633159
144.0,3990.0,1645469633159
144.0,3990.0,1645469633159
144.0,3990.0,1645469633160
144.0,3990.0,1645469633160
144.0,3990.0,1645469633160
144.0,3990.0,1645469633160
144.0,3990.0,1645469633160
144.0,3990.0,1645469633160
144.0,3990.0,1645469633161
144.0,3990.0,1645469633161
144.0,3990.0,1645469633161
144.0,3990.0,1645469633161
144.0,3990.0,1645469633161
144.0,3990.0,1645469633161
144.0,3990.0,1645469633161
144.0,3990.0,1645469633162
144.0,3990.0,1645469633162
144.0,3990.0,1645469633162
144.0,3990.0,1645469633162
144.0,3990.0,1645469633162
144.0,3990.0,1645469633162
