allocated_memory_MB,total_memory_MB,milliseconds
256.0,3922.0,1645897700069
256.0,3922.0,1645897700069
256.0,3922.0,1645897700069
256.0,3922.0,1645897700069
256.0,3922.0,1645897700069
256.0,3922.0,1645897700069
256.0,3922.0,1645897700069
256.0,3922.0,1645897700070
256.0,3922.0,1645897700070
256.0,3921.0,1645897700070
256.0,3921.0,1645897700070
256.0,3921.0,1645897700070
256.0,3921.0,1645897700070
256.0,3921.0,1645897700070
256.0,3921.0,1645897700071
256.0,3921.0,1645897700071
256.0,3921.0,1645897700071
256.0,3921.0,1645897700071
256.0,3921.0,1645897700071
256.0,3921.0,1645897700071
256.0,3921.0,1645897700071
256.0,3921.0,1645897700071
256.0,3921.0,1645897700072
256.0,3921.0,1645897700072
256.0,3921.0,1645897700072
256.0,3921.0,1645897700072
256.0,3921.0,1645897700072
256.0,3921.0,1645897700072
256.0,3921.0,1645897700072
256.0,3921.0,1645897700073
256.0,3921.0,1645897700073
256.0,3921.0,1645897700073
256.0,3921.0,1645897700073
256.0,3921.0,1645897700073
256.0,3921.0,1645897700073
256.0,3921.0,1645897700073
256.0,3921.0,1645897700073
256.0,3921.0,1645897700074
256.0,3921.0,1645897700074
256.0,3921.0,1645897700074
256.0,3921.0,1645897700074
256.0,3921.0,1645897700074
256.0,3921.0,1645897700075
256.0,3921.0,1645897700075
256.0,3921.0,1645897700075
256.0,3921.0,1645897700075
256.0,3921.0,1645897700075
256.0,3921.0,1645897700075
256.0,3920.0,1645897700075
256.0,3920.0,1645897700076
256.0,3920.0,1645897700076
256.0,3920.0,1645897700076
256.0,3920.0,1645897700076
256.0,3920.0,1645897700076
256.0,3920.0,1645897700076
256.0,3920.0,1645897700077
256.0,3920.0,1645897700077
256.0,3920.0,1645897700077
256.0,3920.0,1645897700077
256.0,3920.0,1645897700077
256.0,3920.0,1645897700077
256.0,3920.0,1645897700077
256.0,3920.0,1645897700078
256.0,3920.0,1645897700078
256.0,3920.0,1645897700078
256.0,3920.0,1645897700078
256.0,3920.0,1645897700078
256.0,3920.0,1645897700078
256.0,3920.0,1645897700079
256.0,3920.0,1645897700079
256.0,3920.0,1645897700079
256.0,3920.0,1645897700079
256.0,3920.0,1645897700079
256.0,3920.0,1645897700079
256.0,3920.0,1645897700080
256.0,3920.0,1645897700080
256.0,3920.0,1645897700080
256.0,3920.0,1645897700080
256.0,3920.0,1645897700080
256.0,3920.0,1645897700081
256.0,3920.0,1645897700081
256.0,3920.0,1645897700081
256.0,3920.0,1645897700081
256.0,3920.0,1645897700081
256.0,3920.0,1645897700081
256.0,3920.0,1645897700081
256.0,3920.0,1645897700082
256.0,3919.0,1645897700082
256.0,3919.0,1645897700082
256.0,3919.0,1645897700082
256.0,3919.0,1645897700082
256.0,3919.0,1645897700082
256.0,3919.0,1645897700082
256.0,3919.0,1645897700083
256.0,3919.0,1645897700083
256.0,3919.0,1645897700083
256.0,3919.0,1645897700083
256.0,3919.0,1645897700083
256.0,3919.0,1645897700083
256.0,3919.0,1645897700083
256.0,3919.0,1645897700083
256.0,3919.0,1645897700084
256.0,3919.0,1645897700084
256.0,3919.0,1645897700084
256.0,3919.0,1645897700084
256.0,3919.0,1645897700084
256.0,3919.0,1645897700084
256.0,3919.0,1645897700084
256.0,3919.0,1645897700084
256.0,3919.0,1645897700085
256.0,3919.0,1645897700085
256.0,3919.0,1645897700085
256.0,3919.0,1645897700085
256.0,3919.0,1645897700085
256.0,3919.0,1645897700085
256.0,3919.0,1645897700085
256.0,3919.0,1645897700086
256.0,3919.0,1645897700086
256.0,3919.0,1645897700086
256.0,3919.0,1645897700086
256.0,3919.0,1645897700086
256.0,3919.0,1645897700086
256.0,3919.0,1645897700086
256.0,3919.0,1645897700086
256.0,3919.0,1645897700087
256.0,3919.0,1645897700087
256.0,3918.0,1645897700087
256.0,3918.0,1645897700087
256.0,3918.0,1645897700087
256.0,3918.0,1645897700087
256.0,3918.0,1645897700087
256.0,3918.0,1645897700088
256.0,3918.0,1645897700088
256.0,3918.0,1645897700088
256.0,3918.0,1645897700088
256.0,3918.0,1645897700088
256.0,3918.0,1645897700088
256.0,3918.0,1645897700088
256.0,3918.0,1645897700088
256.0,3918.0,1645897700089
256.0,3918.0,1645897700089
256.0,3918.0,1645897700089
256.0,3918.0,1645897700089
256.0,3918.0,1645897700089
256.0,3918.0,1645897700089
256.0,3918.0,1645897700090
256.0,3918.0,1645897700090
256.0,3918.0,1645897700090
256.0,3918.0,1645897700090
256.0,3918.0,1645897700090
256.0,3918.0,1645897700090
256.0,3918.0,1645897700090
256.0,3918.0,1645897700091
256.0,3918.0,1645897700091
256.0,3918.0,1645897700091
256.0,3918.0,1645897700091
256.0,3918.0,1645897700091
256.0,3918.0,1645897700091
256.0,3918.0,1645897700091
256.0,3918.0,1645897700092
256.0,3918.0,1645897700092
256.0,3918.0,1645897700092
256.0,3918.0,1645897700092
256.0,3918.0,1645897700092
256.0,3918.0,1645897700092
256.0,3917.0,1645897700092
256.0,3917.0,1645897700093
256.0,3917.0,1645897700093
256.0,3917.0,1645897700093
256.0,3917.0,1645897700093
256.0,3917.0,1645897700093
256.0,3917.0,1645897700093
256.0,3917.0,1645897700093
256.0,3917.0,1645897700094
256.0,3917.0,1645897700094
256.0,3917.0,1645897700094
256.0,3917.0,1645897700094
256.0,3917.0,1645897700094
256.0,3917.0,1645897700094
256.0,3917.0,1645897700094
256.0,3917.0,1645897700095
256.0,3917.0,1645897700095
256.0,3917.0,1645897700095
256.0,3917.0,1645897700095
256.0,3917.0,1645897700095
256.0,3917.0,1645897700095
256.0,3917.0,1645897700095
256.0,3917.0,1645897700096
256.0,3917.0,1645897700096
256.0,3917.0,1645897700096
256.0,3917.0,1645897700096
256.0,3917.0,1645897700096
256.0,3917.0,1645897700096
256.0,3917.0,1645897700097
256.0,3917.0,1645897700097
256.0,3917.0,1645897700097
256.0,3917.0,1645897700097
256.0,3917.0,1645897700097
256.0,3917.0,1645897700097
256.0,3917.0,1645897700097
256.0,3917.0,1645897700098
256.0,3917.0,1645897700098
256.0,3917.0,1645897700098
256.0,3917.0,1645897700098
256.0,3916.0,1645897700098
256.0,3916.0,1645897700098
256.0,3916.0,1645897700098
256.0,3916.0,1645897700099
256.0,3916.0,1645897700099
256.0,3916.0,1645897700099
256.0,3916.0,1645897700099
256.0,3916.0,1645897700099
256.0,3916.0,1645897700099
256.0,3916.0,1645897700100
256.0,3916.0,1645897700100
256.0,3916.0,1645897700100
256.0,3916.0,1645897700100
256.0,3916.0,1645897700100
256.0,3916.0,1645897700100
256.0,3916.0,1645897700100
256.0,3916.0,1645897700100
256.0,3916.0,1645897700101
256.0,3916.0,1645897700101
256.0,3916.0,1645897700101
256.0,3916.0,1645897700101
256.0,3916.0,1645897700101
256.0,3916.0,1645897700101
256.0,3916.0,1645897700101
256.0,3916.0,1645897700102
256.0,3916.0,1645897700102
256.0,3916.0,1645897700102
256.0,3916.0,1645897700102
256.0,3916.0,1645897700102
256.0,3916.0,1645897700102
256.0,3916.0,1645897700102
256.0,3916.0,1645897700102
256.0,3916.0,1645897700103
256.0,3916.0,1645897700103
256.0,3916.0,1645897700103
256.0,3916.0,1645897700103
256.0,3916.0,1645897700103
256.0,3916.0,1645897700103
256.0,3916.0,1645897700103
256.0,3915.0,1645897700104
256.0,3915.0,1645897700104
256.0,3915.0,1645897700104
256.0,3915.0,1645897700104
256.0,3915.0,1645897700104
256.0,3915.0,1645897700104
256.0,3915.0,1645897700104
256.0,3915.0,1645897700104
256.0,3915.0,1645897700105
256.0,3915.0,1645897700105
256.0,3915.0,1645897700105
256.0,3915.0,1645897700105
256.0,3915.0,1645897700105
256.0,3915.0,1645897700105
256.0,3915.0,1645897700106
256.0,3915.0,1645897700106
256.0,3915.0,1645897700106
256.0,3915.0,1645897700106
256.0,3915.0,1645897700106
256.0,3915.0,1645897700106
256.0,3915.0,1645897700106
256.0,3915.0,1645897700106
256.0,3915.0,1645897700107
256.0,3915.0,1645897700107
256.0,3915.0,1645897700107
256.0,3915.0,1645897700107
256.0,3915.0,1645897700107
256.0,3915.0,1645897700107
256.0,3915.0,1645897700107
256.0,3915.0,1645897700108
256.0,3915.0,1645897700108
256.0,3915.0,1645897700108
256.0,3915.0,1645897700108
256.0,3915.0,1645897700108
256.0,3915.0,1645897700108
256.0,3915.0,1645897700108
256.0,3915.0,1645897700108
256.0,3915.0,1645897700109
256.0,3915.0,1645897700109
256.0,3914.0,1645897700109
256.0,3914.0,1645897700109
256.0,3914.0,1645897700109
256.0,3914.0,1645897700109
256.0,3914.0,1645897700109
256.0,3914.0,1645897700110
256.0,3914.0,1645897700110
256.0,3914.0,1645897700110
256.0,3914.0,1645897700110
256.0,3914.0,1645897700110
256.0,3914.0,1645897700110
256.0,3914.0,1645897700110
256.0,3914.0,1645897700111
256.0,3914.0,1645897700111
256.0,3914.0,1645897700111
256.0,3914.0,1645897700111
256.0,3914.0,1645897700111
256.0,3914.0,1645897700111
256.0,3914.0,1645897700112
256.0,3914.0,1645897700112
256.0,3914.0,1645897700112
256.0,3914.0,1645897700112
256.0,3914.0,1645897700112
256.0,3914.0,1645897700112
256.0,3914.0,1645897700112
256.0,3914.0,1645897700113
256.0,3914.0,1645897700113
256.0,3914.0,1645897700113
256.0,3914.0,1645897700113
256.0,3914.0,1645897700113
256.0,3914.0,1645897700113
256.0,3914.0,1645897700113
256.0,3914.0,1645897700113
256.0,3914.0,1645897700114
256.0,3914.0,1645897700114
256.0,3914.0,1645897700114
256.0,3914.0,1645897700114
256.0,3914.0,1645897700114
256.0,3914.0,1645897700114
256.0,3913.0,1645897700114
256.0,3913.0,1645897700115
256.0,3913.0,1645897700115
256.0,3913.0,1645897700115
256.0,3913.0,1645897700115
256.0,3913.0,1645897700115
256.0,3913.0,1645897700115
256.0,3913.0,1645897700115
256.0,3913.0,1645897700115
256.0,3913.0,1645897700116
256.0,3913.0,1645897700116
256.0,3913.0,1645897700116
256.0,3913.0,1645897700116
256.0,3913.0,1645897700116
256.0,3913.0,1645897700116
256.0,3913.0,1645897700116
256.0,3913.0,1645897700117
256.0,3913.0,1645897700117
256.0,3913.0,1645897700117
256.0,3913.0,1645897700117
256.0,3913.0,1645897700117
256.0,3913.0,1645897700117
256.0,3913.0,1645897700117
256.0,3913.0,1645897700117
256.0,3913.0,1645897700118
256.0,3913.0,1645897700118
