allocated_memory_MB,total_memory_MB,milliseconds
144.0,3990.0,1645469625393
144.0,3990.0,1645469625393
144.0,3989.0,1645469625393
144.0,3989.0,1645469625393
144.0,3989.0,1645469625394
144.0,3989.0,1645469625394
144.0,3989.0,1645469625394
144.0,3989.0,1645469625394
144.0,3989.0,1645469625394
144.0,3989.0,1645469625394
144.0,3989.0,1645469625394
144.0,3989.0,1645469625394
144.0,3989.0,1645469625395
144.0,3989.0,1645469625395
144.0,3989.0,1645469625395
144.0,3989.0,1645469625395
144.0,3989.0,1645469625395
144.0,3989.0,1645469625395
144.0,3989.0,1645469625396
144.0,3989.0,1645469625396
144.0,3989.0,1645469625396
144.0,3989.0,1645469625396
144.0,3989.0,1645469625396
144.0,3989.0,1645469625396
144.0,3989.0,1645469625396
144.0,3989.0,1645469625396
144.0,3989.0,1645469625396
144.0,3989.0,1645469625397
144.0,3989.0,1645469625397
144.0,3989.0,1645469625397
144.0,3989.0,1645469625397
144.0,3989.0,1645469625397
144.0,3989.0,1645469625397
144.0,3989.0,1645469625397
144.0,3989.0,1645469625398
144.0,3989.0,1645469625398
144.0,3989.0,1645469625398
144.0,3989.0,1645469625398
144.0,3989.0,1645469625398
144.0,3989.0,1645469625398
144.0,3988.0,1645469625398
144.0,3988.0,1645469625398
144.0,3988.0,1645469625399
144.0,3988.0,1645469625399
144.0,3988.0,1645469625399
144.0,3988.0,1645469625399
144.0,3988.0,1645469625399
144.0,3988.0,1645469625399
144.0,3988.0,1645469625399
144.0,3988.0,1645469625399
144.0,3988.0,1645469625400
144.0,3988.0,1645469625400
144.0,3988.0,1645469625400
144.0,3988.0,1645469625400
144.0,3988.0,1645469625400
144.0,3988.0,1645469625400
144.0,3988.0,1645469625400
144.0,3988.0,1645469625400
144.0,3988.0,1645469625401
144.0,3988.0,1645469625401
144.0,3988.0,1645469625401
144.0,3988.0,1645469625401
144.0,3988.0,1645469625401
144.0,3988.0,1645469625401
144.0,3988.0,1645469625401
144.0,3988.0,1645469625401
144.0,3988.0,1645469625402
144.0,3988.0,1645469625402
144.0,3988.0,1645469625402
144.0,3988.0,1645469625402
144.0,3988.0,1645469625402
144.0,3988.0,1645469625402
144.0,3988.0,1645469625402
144.0,3988.0,1645469625402
144.0,3988.0,1645469625402
144.0,3988.0,1645469625403
144.0,3988.0,1645469625403
144.0,3987.0,1645469625403
144.0,3987.0,1645469625403
144.0,3987.0,1645469625403
144.0,3987.0,1645469625403
144.0,3987.0,1645469625403
144.0,3987.0,1645469625403
144.0,3987.0,1645469625404
144.0,3987.0,1645469625404
144.0,3987.0,1645469625404
144.0,3987.0,1645469625404
144.0,3987.0,1645469625404
144.0,3987.0,1645469625404
144.0,3987.0,1645469625404
144.0,3987.0,1645469625404
144.0,3987.0,1645469625404
144.0,3987.0,1645469625405
144.0,3987.0,1645469625405
144.0,3987.0,1645469625405
144.0,3987.0,1645469625405
144.0,3987.0,1645469625405
144.0,3987.0,1645469625405
144.0,3987.0,1645469625406
144.0,3987.0,1645469625406
144.0,3987.0,1645469625406
144.0,3987.0,1645469625406
144.0,3987.0,1645469625406
144.0,3987.0,1645469625406
144.0,3987.0,1645469625406
144.0,3987.0,1645469625406
144.0,3987.0,1645469625407
144.0,3987.0,1645469625407
144.0,3987.0,1645469625407
144.0,3987.0,1645469625407
144.0,3987.0,1645469625407
144.0,3987.0,1645469625407
144.0,3986.0,1645469625407
144.0,3986.0,1645469625407
144.0,3986.0,1645469625408
144.0,3986.0,1645469625408
144.0,3986.0,1645469625408
144.0,3986.0,1645469625408
144.0,3986.0,1645469625408
144.0,3986.0,1645469625408
144.0,3986.0,1645469625408
144.0,3986.0,1645469625408
144.0,3986.0,1645469625409
144.0,3986.0,1645469625409
144.0,3986.0,1645469625409
144.0,3986.0,1645469625409
144.0,3986.0,1645469625409
144.0,3986.0,1645469625409
144.0,3986.0,1645469625409
144.0,3986.0,1645469625409
144.0,3986.0,1645469625410
144.0,3986.0,1645469625410
144.0,3986.0,1645469625410
144.0,3986.0,1645469625410
144.0,3986.0,1645469625410
144.0,3986.0,1645469625410
144.0,3986.0,1645469625410
144.0,3986.0,1645469625411
144.0,3986.0,1645469625411
144.0,3986.0,1645469625411
144.0,3986.0,1645469625411
144.0,3986.0,1645469625411
144.0,3986.0,1645469625411
144.0,3986.0,1645469625411
144.0,3986.0,1645469625411
144.0,3986.0,1645469625412
144.0,3986.0,1645469625412
144.0,3986.0,1645469625412
144.0,3986.0,1645469625412
144.0,3985.0,1645469625412
144.0,3985.0,1645469625412
144.0,3985.0,1645469625412
144.0,3985.0,1645469625413
144.0,3985.0,1645469625413
144.0,3985.0,1645469625413
144.0,3985.0,1645469625413
144.0,3985.0,1645469625413
144.0,3985.0,1645469625413
144.0,3985.0,1645469625413
144.0,3985.0,1645469625413
144.0,3985.0,1645469625413
144.0,3985.0,1645469625414
144.0,3985.0,1645469625414
144.0,3985.0,1645469625414
144.0,3985.0,1645469625414
144.0,3985.0,1645469625414
144.0,3985.0,1645469625414
144.0,3985.0,1645469625414
144.0,3985.0,1645469625414
144.0,3985.0,1645469625415
144.0,3985.0,1645469625415
144.0,3985.0,1645469625415
144.0,3985.0,1645469625415
144.0,3985.0,1645469625415
144.0,3985.0,1645469625415
144.0,3985.0,1645469625415
144.0,3985.0,1645469625415
144.0,3985.0,1645469625416
144.0,3985.0,1645469625416
144.0,3985.0,1645469625416
144.0,3985.0,1645469625416
144.0,3985.0,1645469625416
144.0,3985.0,1645469625416
144.0,3985.0,1645469625416
144.0,3984.0,1645469625417
144.0,3984.0,1645469625417
144.0,3984.0,1645469625417
144.0,3984.0,1645469625417
144.0,3984.0,1645469625417
144.0,3984.0,1645469625417
144.0,3984.0,1645469625417
144.0,3984.0,1645469625418
144.0,3984.0,1645469625418
144.0,3984.0,1645469625418
144.0,3984.0,1645469625418
144.0,3984.0,1645469625418
144.0,3984.0,1645469625418
144.0,3984.0,1645469625419
144.0,3984.0,1645469625419
144.0,3984.0,1645469625419
144.0,3984.0,1645469625419
144.0,3984.0,1645469625419
144.0,3984.0,1645469625419
144.0,3984.0,1645469625420
144.0,3984.0,1645469625420
144.0,3984.0,1645469625420
144.0,3984.0,1645469625420
144.0,3984.0,1645469625420
144.0,3984.0,1645469625420
144.0,3984.0,1645469625421
144.0,3984.0,1645469625421
144.0,3984.0,1645469625421
144.0,3984.0,1645469625421
144.0,3984.0,1645469625421
144.0,3984.0,1645469625421
144.0,3984.0,1645469625422
144.0,3984.0,1645469625422
144.0,3984.0,1645469625422
144.0,3984.0,1645469625422
144.0,3983.0,1645469625422
144.0,3983.0,1645469625422
144.0,3983.0,1645469625423
144.0,3983.0,1645469625423
144.0,3983.0,1645469625423
144.0,3983.0,1645469625423
144.0,3983.0,1645469625423
144.0,3983.0,1645469625424
144.0,3983.0,1645469625424
144.0,3983.0,1645469625424
144.0,3983.0,1645469625424
144.0,3983.0,1645469625424
144.0,3983.0,1645469625424
144.0,3983.0,1645469625425
144.0,3983.0,1645469625425
144.0,3983.0,1645469625425
144.0,3983.0,1645469625425
144.0,3983.0,1645469625425
144.0,3983.0,1645469625425
144.0,3983.0,1645469625425
144.0,3983.0,1645469625426
144.0,3983.0,1645469625426
144.0,3983.0,1645469625426
144.0,3983.0,1645469625426
144.0,3983.0,1645469625426
144.0,3983.0,1645469625426
144.0,3983.0,1645469625427
144.0,3983.0,1645469625427
144.0,3983.0,1645469625427
144.0,3983.0,1645469625427
144.0,3983.0,1645469625427
144.0,3983.0,1645469625427
144.0,3983.0,1645469625428
144.0,3983.0,1645469625428
144.0,3983.0,1645469625428
144.0,3983.0,1645469625428
144.0,3982.0,1645469625428
144.0,3982.0,1645469625429
144.0,3982.0,1645469625429
144.0,3982.0,1645469625429
144.0,3982.0,1645469625429
144.0,3982.0,1645469625429
144.0,3982.0,1645469625429
144.0,3982.0,1645469625430
144.0,3982.0,1645469625430
144.0,3982.0,1645469625430
144.0,3982.0,1645469625430
144.0,3982.0,1645469625430
144.0,3982.0,1645469625430
144.0,3982.0,1645469625431
144.0,3982.0,1645469625431
144.0,3982.0,1645469625431
144.0,3982.0,1645469625431
144.0,3982.0,1645469625432
144.0,3982.0,1645469625432
144.0,3982.0,1645469625432
144.0,3982.0,1645469625432
144.0,3982.0,1645469625432
144.0,3982.0,1645469625432
144.0,3982.0,1645469625432
144.0,3982.0,1645469625432
144.0,3982.0,1645469625433
144.0,3982.0,1645469625433
144.0,3982.0,1645469625433
144.0,3982.0,1645469625433
144.0,3982.0,1645469625433
144.0,3982.0,1645469625433
144.0,3982.0,1645469625433
144.0,3982.0,1645469625434
144.0,3982.0,1645469625434
144.0,3982.0,1645469625434
144.0,3982.0,1645469625434
144.0,3981.0,1645469625434
144.0,3981.0,1645469625434
144.0,3981.0,1645469625434
144.0,3981.0,1645469625435
144.0,3981.0,1645469625435
144.0,3981.0,1645469625435
144.0,3981.0,1645469625435
144.0,3981.0,1645469625435
144.0,3981.0,1645469625435
144.0,3981.0,1645469625435
144.0,3981.0,1645469625436
144.0,3981.0,1645469625436
144.0,3981.0,1645469625436
144.0,3981.0,1645469625436
144.0,3981.0,1645469625436
144.0,3981.0,1645469625436
144.0,3981.0,1645469625436
144.0,3981.0,1645469625436
144.0,3981.0,1645469625437
144.0,3981.0,1645469625437
144.0,3981.0,1645469625437
144.0,3981.0,1645469625437
144.0,3981.0,1645469625437
144.0,3981.0,1645469625437
144.0,3981.0,1645469625438
144.0,3981.0,1645469625438
144.0,3981.0,1645469625438
144.0,3981.0,1645469625438
144.0,3981.0,1645469625438
144.0,3981.0,1645469625439
144.0,3981.0,1645469625439
144.0,3981.0,1645469625439
144.0,3981.0,1645469625439
144.0,3981.0,1645469625439
144.0,3981.0,1645469625439
144.0,3981.0,1645469625439
144.0,3980.0,1645469625439
144.0,3980.0,1645469625440
144.0,3980.0,1645469625440
144.0,3980.0,1645469625440
144.0,3980.0,1645469625440
144.0,3980.0,1645469625440
144.0,3980.0,1645469625440
144.0,3980.0,1645469625440
144.0,3980.0,1645469625440
144.0,3980.0,1645469625441
144.0,3980.0,1645469625441
144.0,3980.0,1645469625441
144.0,3980.0,1645469625441
144.0,3980.0,1645469625441
144.0,3980.0,1645469625441
144.0,3980.0,1645469625442
144.0,3980.0,1645469625442
144.0,3980.0,1645469625442
144.0,3980.0,1645469625442
144.0,3980.0,1645469625442
144.0,3980.0,1645469625442
144.0,3980.0,1645469625442
144.0,3980.0,1645469625443
144.0,3980.0,1645469625443
144.0,3980.0,1645469625443
144.0,3980.0,1645469625443
144.0,3980.0,1645469625443
144.0,3980.0,1645469625443
144.0,3980.0,1645469625444
144.0,3980.0,1645469625444
144.0,3980.0,1645469625444
144.0,3980.0,1645469625444
144.0,3979.0,1645469625445
144.0,3979.0,1645469625445
144.0,3979.0,1645469625445
144.0,3979.0,1645469625445
144.0,3979.0,1645469625445
144.0,3979.0,1645469625445
144.0,3979.0,1645469625446
144.0,3979.0,1645469625446
144.0,3979.0,1645469625446
144.0,3979.0,1645469625446
144.0,3979.0,1645469625446
144.0,3979.0,1645469625446
144.0,3979.0,1645469625446
144.0,3979.0,1645469625446
144.0,3979.0,1645469625447
144.0,3979.0,1645469625447
144.0,3979.0,1645469625447
144.0,3979.0,1645469625447
144.0,3979.0,1645469625447
144.0,3979.0,1645469625447
144.0,3979.0,1645469625447
